,Episode,Score,Num Operations,num_jobs_completed,Epsilon,min_loss
0,0,1064.25,91,10,0.9999999580960997,1.0362686708731417e-08
1,1,744.4,88,10,0.9999999161921993,3.1273336276171904e-07
2,2,556.0,88,10,0.999999874288299,0.0011481853434816003
3,3,784.0,91,10,0.9999998323843986,0.050384704023599625
4,4,500.0,82,10,0.9999997904804983,0.08704530447721481
